subid,trial,person,role,target,rep_num,age,experiment,utterance,correct,director
5,3,parent,director,K1,1,4,adult-child,Does it look doesn't one look like a airplane and one look like a doggy Do you see the one that looks like a doggy trying to like stand on on its legs,TRUE,parent
5,4,child,director,B1,1,4,adult-child,Now I see someone having a triangle down And facing that way and and it's down I see One going down and ait's the person walking,TRUE,child
5,4,parent,matcher,B1,1,4,adult-child,What shapes do you see so which one is in the blue box That's what it looks like,TRUE,child
5,5,child,matcher,A1,1,4,adult-child,I see a person a running all going that way he's standing on one leg,TRUE,parent
5,5,parent,director,A1,1,4,adult-child,Does it look like a person on one standing on one leg,TRUE,parent
5,6,child,director,H1,1,4,adult-child,I see someone jump into the air and he gonna fall down I see I see a a diamond in a blue box up turning up,TRUE,child
5,6,parent,matcher,H1,1,4,adult-child,He's holding something,TRUE,child
5,7,child,matcher,I1,1,4,adult-child,I see a doggy and he's holding on one leg and he's gonna fall down,TRUE,parent
5,7,parent,director,I1,1,4,adult-child,do you see the thing that looks like a person jumping? I want you to pick the one with the doggy standing,TRUE,parent
5,8,child,director,G1,1,4,adult-child,I see someone crawling And it looks like a shape like a diamond again and it looks like it's going down and up and go down It's the person that way It looks like he's walking and he's holding his hands that way,FALSE,child
5,8,parent,matcher,G1,1,4,adult-child,Crawling and what else The one that looks like he's crawling,FALSE,child
5,9,child,matcher,E1,1,4,adult-child,I see someone jumping and he's gonna fall down,FALSE,parent
5,10,child,director,D1,1,4,adult-child,I see a airplane and a blue box And I see someone jumping and someone crawling,TRUE,child
5,10,parent,matcher,D1,1,4,adult-child,NA,TRUE,child
5,11,child,director,C1,2,4,adult-child,I see a I see and the blue box,TRUE,child
5,11,parent,matcher,C1,2,4,adult-child,NA,TRUE,child
5,12,child,matcher,D1,2,4,adult-child,I see an airplane and someone jumping I didn't see you walking I didn't see him stop walking and I think he's holding his hands that way,TRUE,parent
5,12,parent,director,D1,2,4,adult-child,Where do you see anyone jumping Pick the one that looks like it's a airplane,TRUE,parent
5,13,child,director,E1,2,4,adult-child,I see someone jumping in the blue box and someone running to into the blue box to hit him it's the jumping guy,TRUE,child
5,13,parent,matcher,E1,2,4,adult-child,NA,TRUE,child
5,14,child,matcher,H1,2,4,adult-child,I see someone running And someone with hands facing that way it's a triangle facing down and a square facing that way and that way up He's holding his hands that way,TRUE,parent
5,14,parent,director,H1,2,4,adult-child,the person who has their hands facing that way That's the right one,TRUE,parent
5,15,child,director,K1,2,4,adult-child,Now I see a doggy standing up with his legs And I see a person running into it The doggy,TRUE,child
5,15,parent,matcher,K1,2,4,adult-child,NA,TRUE,child
5,16,child,matcher,B1,2,4,adult-child,I see a person walking that way and I see a doggy he's standing on his legs I see a diamond that is facing that way,TRUE,parent
5,16,parent,director,B1,2,4,adult-child,the one with the person walking Pick the one with the diamond,TRUE,parent
5,17,child,director,I1,2,4,adult-child,I see a triangle facing that way And I see a guy walking The triangle and the face that is a diamond,TRUE,child
5,17,parent,matcher,I1,2,4,adult-child,NA,TRUE,child
5,18,child,matcher,G1,2,4,adult-child,I see a airplane coming in and toward this guy the person that's pointing that way I see a square on the top there This guy is on top of the triangle,FALSE,parent
5,18,parent,director,G1,2,4,adult-child,Do you have somebody kneel,FALSE,parent
5,19,child,director,A1,2,4,adult-child,Now I see a doggy standing on its legs and I see a person running into the blue box,TRUE,child
5,19,parent,matcher,A1,2,4,adult-child,NA,TRUE,child
5,20,child,matcher,F1,2,4,adult-child,I see a thing climbing and I see someone crawling that way,TRUE,parent
5,20,parent,director,F1,2,4,adult-child,Pick that pick the one that look like a diamond,TRUE,parent
5,21,child,matcher,I1,3,4,adult-child,I see a triangle and a person running and the face is looking like a diamond I see a triangle and a face that looks like a diamond Like someone running like the doggy,TRUE,parent
5,21,parent,director,I1,3,4,adult-child,Do you see them holding something that's what it looks like or no pick the one where it looks like someone holding something Like someone that like somebody that's holding something,TRUE,parent
5,22,child,director,G1,3,4,adult-child,Now I see someone its triangle is facing that way and I see the pointing thing up and I see a doggy standing on its legs The person that has a triangle facing that way,TRUE,child
5,22,parent,matcher,G1,3,4,adult-child,The person,TRUE,child
5,23,child,matcher,A1,3,4,adult-child,I see two triangles that's holding up The guy that's running,TRUE,parent
5,23,parent,director,A1,3,4,adult-child,NA,TRUE,parent
5,24,child,director,D1,3,4,adult-child,I see a airplane in the blue box and a doggy standing on its legs again I see a triangle on the doggy head and I see a airplane that has a square on the triangle,TRUE,child
5,24,parent,matcher,D1,3,4,adult-child,NA,TRUE,child
5,25,child,matcher,K1,3,4,adult-child,I see a square and a triangle on a doggy head again I see a angle down and he's standing on the doggy the bird again the doggy,TRUE,parent
5,25,parent,director,K1,3,4,adult-child,what else do you see on the doggy what other shapes do you see,TRUE,parent
5,26,child,director,B1,3,4,adult-child,I see a person crawling and a person walking slow I see I see I see a diamond facing down and I see a square facing down it's the person It's the person in the blue box He's walking slow,TRUE,child
5,26,parent,matcher,B1,3,4,adult-child,There's two persons right On the blocks Is he walking,TRUE,child
5,27,child,matcher,C1,3,4,adult-child,a triangle facing down and I see a diamond and another diamond I see a diamond Down And I see a triangle pointing and facing this way,TRUE,parent
5,27,parent,director,C1,3,4,adult-child,What does the person look like the one that looks like they're crawling on the floor on all fours what are they,TRUE,parent
5,28,child,director,H1,3,4,adult-child,I see a airplane that I see a triangle facing that way and I see a square on the pointing triangle it's the person,TRUE,child
5,28,parent,matcher,H1,3,4,adult-child,you said the person is in the blue box,TRUE,child
5,29,child,matcher,E1,3,4,adult-child,I see a person walking slow and I see a person jumping I see a triangle pointing thing facing up and I see a pointing,TRUE,parent
5,29,parent,director,E1,3,4,adult-child,What does the person who is jumping look like,TRUE,parent
5,30,child,director,F1,3,4,adult-child,I see a guy and then I see a doggy he's standing on his legs it's the guy,TRUE,child
5,30,parent,matcher,F1,3,4,adult-child,NA,TRUE,child
5,31,child,director,E1,4,4,adult-child,I see someone jumped and I see a triangle and now they're pointing it facing down it's the person jumped,TRUE,child
5,31,parent,matcher,E1,4,4,adult-child,NA,TRUE,child
5,32,child,matcher,G1,4,4,adult-child,I see a guy he's holding his hands that way this is the last one Like he's pointing his hands on the right I think he's like holding a gondora he's holding the square going that way Like he's not holding it in his hands like he's not holding anything he's not holding anything over there and he's not over there and he's not doing that he's over there It looks like a guy who has a square on his head and it looks like a square down pointing that way,TRUE,parent
5,32,parent,director,G1,4,4,adult-child,Does it look like somebody kneeling Does it looks like criss cross applesauce with the person whose legs look like they're folded,TRUE,parent
5,33,child,director,C1,4,4,adult-child,I see someone crawling it's a someone running I see a diamond In there and I see a diamond on the person,TRUE,child
5,33,parent,matcher,C1,4,4,adult-child,NA,TRUE,child
5,34,child,matcher,F1,4,4,adult-child,I see bird looking like he's gonna fly I see a guy again is and his hands over that way,TRUE,parent
5,34,parent,director,F1,4,4,adult-child,Like he's ready for take off,TRUE,parent
5,35,child,director,K1,4,4,adult-child,I see a doggy he's standing on one leg And he's and he standing there I see a person running into him I think the person is running and the doggy is standing on one leg I'll pick the person running The doggy standing on one leg,TRUE,child
5,35,parent,matcher,K1,4,4,adult-child,NA,TRUE,child
5,36,child,matcher,D1,4,4,adult-child,"I see a airplane that has triangle and I see a person like a bird going to fly, it's taking off it's one and two and three the bird the rocket it's a airplane first",TRUE,parent
5,36,parent,director,D1,4,4,adult-child,It's a rocket now?,TRUE,parent
5,37,child,director,A1,4,4,adult-child,I see a person running and I see a guy with a triangle head in his in his face and triangle that way It's a it's the right The left The guy that's running,TRUE,child
5,37,parent,matcher,A1,4,4,adult-child,NA,TRUE,child
5,38,child,matcher,H1,4,4,adult-child,I see a person holding his triangle that way again and I see a guy that has a diamond head down and I see him facing that way and he's crawling that way he's holding something without crawling It looks like it has a a diamond on a head and it looks like it has a triangle facing that way on the right,TRUE,parent
5,38,parent,director,H1,4,4,adult-child,with the person holding something the person is holding something,TRUE,parent
5,39,child,director,I1,4,4,adult-child,the doggy,TRUE,child
5,39,parent,matcher,I1,4,4,adult-child,NA,TRUE,child
5,40,child,matcher,B1,4,4,adult-child,I see a airplane I see a person walking slow and a airplane running into him and and it's gonna crush into him he has a ankle down and he's walking it has three triangles I see a triangle on the person but it looks like he's holding on the person and it's not in a bowl because that's not it because that's where the airplane begins the airplane Because it's gonna crash into that person I think the person should go around and so the airplane can keep on going that way so it own't crash into him,TRUE,parent
5,40,parent,director,B1,4,4,adult-child,the airplane Do you see triangles on the person,TRUE,parent
7,1,parent,director,I1,1,6,adult-child,this one looks like a person holding a tray of food,TRUE,parent
7,2,child,director,C1,1,6,adult-child,this one is a person is lying down,TRUE,child
7,2,parent,matcher,C1,1,6,adult-child,lying down? on his knees? with his elbows on the ground?,TRUE,child
7,3,parent,director,H1,1,6,adult-child,this one's when it's standing up in a row and it's holding a plate again,TRUE,parent
7,4,child,director,B1,1,6,adult-child,this one is walking,TRUE,child
7,4,parent,matcher,B1,1,6,adult-child,Is he looking at the ground kinda?,TRUE,child
7,5,parent,director,D1,1,6,adult-child,"this one is when it's laying on its belly, like reading on the floor, kicking his knees up",TRUE,parent
7,6,child,director,K1,1,6,adult-child,this one is ... leaning over. he's bowing.,TRUE,child
7,6,parent,matcher,K1,1,6,adult-child,is there a triangle on his tush?,TRUE,child
7,7,parent,director,G1,1,6,adult-child,So this one is sitting in chair,TRUE,parent
7,8,child,matcher,A1,1,6,adult-child,this one is the one that's running,TRUE,parent
7,9,parent,director,F1,1,6,adult-child,this one looks like he's been doing dabs,TRUE,parent
7,10,child,director,E1,1,6,adult-child,this one is doing jumping,TRUE,child
7,11,child,director,G1,2,6,adult-child,this one is sitting,TRUE,child
7,11,parent,matcher,G1,2,6,adult-child,sitting in a chair?,TRUE,child
7,12,parent,director,A1,2,6,adult-child,this one is when he is running and he's only using one foot right now,TRUE,parent
7,13,child,director,H1,2,6,adult-child,this one is the ... holding something with his,TRUE,child
7,14,parent,director,K1,2,6,adult-child,this one is when he's bending over a little bit and looking up at the sky,TRUE,parent
7,15,child,director,F1,2,6,adult-child,this one is the one when he is dabbing,TRUE,child
7,15,parent,matcher,F1,2,6,adult-child,dabbing,TRUE,child
7,16,parent,director,B1,2,6,adult-child,This one's when he's walking and looking at the ground,TRUE,parent
7,17,child,director,D1,2,6,adult-child,this one is when he's reading a book laying down,TRUE,child
7,18,parent,director,C1,2,6,adult-child,this one's when he's on his elbows and knees on the floor,TRUE,parent
7,19,child,director,I1,2,6,adult-child,this one is when he's holding a book,TRUE,child
7,20,parent,director,E1,2,6,adult-child,this one is when he's jumping for joy,TRUE,parent
7,21,parent,director,D1,3,6,adult-child,this one is when he's laying on the floor reading a book,TRUE,parent
7,22,child,director,K1,3,6,adult-child,this one is when he leaning down and looks like he's gonna slide,TRUE,child
7,23,parent,director,F1,3,6,adult-child,this one's when he's dabbing,TRUE,parent
7,24,child,director,A1,3,6,adult-child,this one's when he's running,TRUE,child
7,25,parent,director,H1,3,6,adult-child,this one's when he's in the robe and he's holding a bowl,TRUE,parent
7,26,child,director,E1,3,6,adult-child,this one's when he's jumping,TRUE,child
7,27,parent,matcher,I1,3,6,adult-child,"this one's when he's leaned over a little bit, holding that bowl",TRUE,child
7,28,child,director,C1,3,6,adult-child,this is when he's on his knees and hands,TRUE,child
7,29,parent,director,G1,3,6,adult-child,this one is when he's sitting in that chair,TRUE,parent
7,30,child,director,B1,3,6,adult-child,this one's when he's walking and looking down,TRUE,child
7,31,child,director,D1,4,6,adult-child,this one he is laying down reading a book,TRUE,child
7,32,parent,director,C1,4,6,adult-child,this one's when he's on his elbows and knees,TRUE,parent
7,33,child,director,H1,4,6,adult-child,that one is when he has and he's holding a bowl,TRUE,child
7,34,parent,director,K1,4,6,adult-child,this one's when he's got that triangle on his tushy and he's leaned over a bit,TRUE,parent
7,35,child,director,F1,4,6,adult-child,this one is when he's doing that,TRUE,child
7,35,parent,matcher,F1,4,6,adult-child,dabbing?,TRUE,child
7,36,parent,director,E1,4,6,adult-child,this one is jumping for joy,TRUE,parent
7,37,child,director,G1,4,6,adult-child,this one is when he's sitting down on a chair,TRUE,child
7,38,parent,director,A1,4,6,adult-child,this one is when he's running but only got one foot on the ground,TRUE,parent
7,39,child,director,I1,4,6,adult-child,this one is when he has a,TRUE,child
7,40,parent,director,B1,4,6,adult-child,this one is walking looking down,TRUE,parent
9,1,child,matcher,B1,1,6,adult-child,NA,TRUE,parent
9,1,parent,director,B1,1,6,adult-child,this one looks like a person walking with their head down,TRUE,parent
9,2,child,director,G1,1,6,adult-child,It looks like someone like sitting down with a dress on,TRUE,child
9,3,child,matcher,F1,1,6,adult-child,NA,TRUE,parent
9,3,parent,director,F1,1,6,adult-child,"this looks like someone running away going like ""yikes!"" with their hand up in the air",TRUE,parent
9,4,child,director,I1,1,6,adult-child,It looks like someone is like offering you something,TRUE,child
9,5,parent,director,D1,1,6,adult-child,it looks like someone is laying down reading with like a foot up,TRUE,parent
9,6,child,director,H1,1,6,adult-child,"It looks like someone like With like a diamond head, and he has like a weird shape hands, and his feet are like this. Got a tray of something",TRUE,child
9,6,parent,matcher,H1,1,6,adult-child,Does it look like he's bending over kneeling? Or does it look like he's like got a tray of something,TRUE,child
9,7,child,matcher,E1,1,6,adult-child,Or he's like flying off a jet?,TRUE,parent
9,7,parent,director,E1,1,6,adult-child,it looks like this person just found some good news Or flying off a jet,TRUE,parent
9,8,child,director,A1,1,6,adult-child,it looks like someone that had a good day,TRUE,child
9,9,child,matcher,C1,1,6,adult-child,NA,TRUE,parent
9,9,parent,director,C1,1,6,adult-child,it looks like someone who might be like kneeling and praying,TRUE,parent
9,10,child,director,K1,1,6,adult-child,It looks like a dog but it's a person at the same time it's like a dog Like leaning over,TRUE,child
9,10,parent,matcher,K1,1,6,adult-child,Laying down or like leaning over?,TRUE,child
9,11,child,director,F1,2,6,adult-child,it looks like someone is like running away with his shark,TRUE,child
9,11,parent,matcher,F1,2,6,adult-child,NA,TRUE,child
9,12,child,matcher,H1,2,6,adult-child,NA,TRUE,parent
9,12,parent,director,H1,2,6,adult-child,it looks like someone who is standing still with something on a tray,TRUE,parent
9,13,child,director,D1,2,6,adult-child,It looks like somebody in a jet and he has a little cart on like the back of it,TRUE,child
9,13,parent,matcher,D1,2,6,adult-child,like someone's flying in the jet,TRUE,child
9,14,child,matcher,A1,2,6,adult-child,NA,TRUE,parent
9,14,parent,director,A1,2,6,adult-child,It looks like someone kinda like skipping,TRUE,parent
9,15,child,director,E1,2,6,adult-child,It looks like someone that's flying off a jet,TRUE,child
9,16,parent,director,K1,2,6,adult-child,it looks like someone is leaning over offering something with their butt sticking out,TRUE,parent
9,17,child,director,B1,2,6,adult-child,It looks like someone is walking and he had a sad day,TRUE,child
9,18,parent,director,G1,2,6,adult-child,It looks like someone who's sitting quietly in a dress,TRUE,parent
9,19,child,director,C1,2,6,adult-child,It looks like someone praying and kneeling,TRUE,child
9,20,child,matcher,I1,2,6,adult-child,NA,TRUE,parent
9,20,parent,director,I1,2,6,adult-child,somebody offering you something on a tray kinda bent over,TRUE,parent
9,21,child,matcher,C1,3,6,adult-child,NA,TRUE,parent
9,21,parent,director,C1,3,6,adult-child,It's somebody who looks like they're kneeling or praying,TRUE,parent
9,22,child,director,G1,3,6,adult-child,It looks like someone's sitting in a dress,TRUE,child
9,23,parent,director,B1,3,6,adult-child,someone who had a sad day,TRUE,parent
9,24,child,director,A1,3,6,adult-child,It looks like someone skipping,TRUE,child
9,25,parent,director,D1,3,6,adult-child,someone riding in a jet,TRUE,parent
9,26,child,director,H1,3,6,adult-child,It looks like someone like offering you something on a tray,TRUE,child
9,27,parent,director,F1,3,6,adult-child,it looks like someone running away from a shark,TRUE,parent
9,28,child,director,K1,3,6,adult-child,It looks like a dog that's like offering you something,TRUE,child
9,29,child,matcher,E1,3,6,adult-child,Or is skydiving,TRUE,parent
9,29,parent,director,E1,3,6,adult-child,it looks like someone who is jumping off a cliff or had a good day Or is skydiving,TRUE,parent
9,30,child,director,I1,3,6,adult-child,This looks like someone offering you something,TRUE,child
9,31,child,director,F1,4,6,adult-child,It looks like someone like they saw something really scary,TRUE,child
9,32,child,matcher,K1,4,6,adult-child,And a hat on,TRUE,parent
9,32,parent,director,K1,4,6,adult-child,It looks like a dog with a tray offering you something,TRUE,parent
9,33,child,director,E1,4,6,adult-child,it looks like someone skydiving off a cliff,TRUE,child
9,34,parent,director,G1,4,6,adult-child,It looks like someone quietly sitting in a dress,TRUE,parent
9,35,child,director,D1,4,6,adult-child,It looks like someone like flying in a jet,TRUE,child
9,36,parent,director,I1,4,6,adult-child,It looks like someone offering you something,TRUE,parent
9,37,child,director,C1,4,6,adult-child,"It looks like someone, like praying",TRUE,child
9,38,parent,director,A1,4,6,adult-child,it looks like someone walking away Kind of running away,TRUE,parent
9,39,child,director,B1,4,6,adult-child,It looks like someone had a sad day,TRUE,child
9,40,parent,director,H1,4,6,adult-child,it looks like someone with a pointy hat on offering you something,TRUE,parent
10,1,parent,director,E1,1,8,adult-child,one who looks like they're jumping in the air like this,TRUE,parent
10,2,child,director,H1,1,8,adult-child,a person who looks like they're sitting down,TRUE,child
10,3,parent,director,D1,1,8,adult-child,Person who looks like they're laying down with long legs sticking up in the air,TRUE,parent
10,4,child,director,C1,1,8,adult-child,Person who looks like they're about to do a push-up,TRUE,child
10,5,parent,director,K1,1,8,adult-child,Person who looks like they're sticking their bum out like this,TRUE,parent
10,6,child,director,I1,1,8,adult-child,Person who's carrying like a bowl or something,TRUE,child
10,6,parent,matcher,I1,1,8,adult-child,Like a triangle bowl,TRUE,child
10,7,parent,director,B1,1,8,adult-child,A person who looks like they're walking away,TRUE,parent
10,8,child,director,F1,1,8,adult-child,Person who looks like they're jumping with one arm up like this,TRUE,child
10,9,parent,director,G1,1,8,adult-child,Person who looks like they're sitting in a chair,TRUE,parent
10,10,child,director,A1,1,8,adult-child,Person who looks like they're about to run,TRUE,child
10,11,child,director,G1,2,8,adult-child,Person who looks like they're sitting down,TRUE,child
10,12,parent,director,H1,2,8,adult-child,Person who looks like they're holding a bowl close to them,TRUE,parent
10,13,child,director,E1,2,8,adult-child,Person who looks like they're jumping,TRUE,child
10,14,child,matcher,F1,2,8,adult-child,NA,TRUE,parent
10,14,parent,director,F1,2,8,adult-child,Person who is like looks like they're sort of,TRUE,parent
10,15,child,director,D1,2,8,adult-child,Person who looks like they're a mom doing yoga,TRUE,child
10,15,parent,matcher,D1,2,8,adult-child,are they laying down on their tummy?,TRUE,child
10,16,parent,director,I1,2,8,adult-child,Person who looks like they're holding the bowl out,TRUE,parent
10,17,child,director,K1,2,8,adult-child,person who's an sticking their butt out,TRUE,child
10,18,parent,director,A1,2,8,adult-child,Person who looks like they're sort of running away,TRUE,parent
10,19,child,director,B1,2,8,adult-child,a person who's walking away with their head down,TRUE,child
10,20,parent,director,C1,2,8,adult-child,Person who looks like they're kneeling down in prayer,TRUE,parent
10,21,parent,director,E1,3,8,adult-child,Person who looks like they're jumping like this ah,TRUE,parent
10,22,child,director,F1,3,8,adult-child,Person who looks like they're like this,TRUE,child
10,23,parent,director,G1,3,8,adult-child,Person who looks like they're sitting in a chair,TRUE,parent
10,24,child,director,C1,3,8,adult-child,This is a good one person who looks like they're doing this,TRUE,child
10,24,parent,matcher,C1,3,8,adult-child,kneeling in prayer? like lying down? Like not even kneeling but laying down in prayer?,TRUE,child
10,25,parent,director,K1,3,8,adult-child,Person who's sticking their butt out again,TRUE,parent
10,26,child,director,H1,3,8,adult-child,a person who's sitting down holding a bowl of soup,TRUE,child
10,27,parent,director,B1,3,8,adult-child,Person who looks like they're walking away with their head down,TRUE,parent
10,28,child,director,A1,3,8,adult-child,person not laying down,TRUE,child
10,28,parent,matcher,A1,3,8,adult-child,standing up running?,TRUE,child
10,29,parent,director,D1,3,8,adult-child,Person who's laying down with their leg in the air,TRUE,parent
10,30,child,director,I1,3,8,adult-child,a person with a square head triangle foot Holding a triangle.,TRUE,child
10,30,parent,matcher,I1,3,8,adult-child,they're holding a ball?,TRUE,child
10,31,child,director,E1,4,8,adult-child,"Person doing this, whee",TRUE,child
10,32,parent,director,H1,4,8,adult-child,Person holding a bowl of soup again,TRUE,parent
10,33,child,director,G1,4,8,adult-child,sitting down,TRUE,child
10,34,parent,director,A1,4,8,adult-child,Running away,TRUE,parent
10,35,child,director,D1,4,8,adult-child,Leg up,TRUE,child
10,36,parent,director,F1,4,8,adult-child,Dabbing,TRUE,parent
10,37,child,director,B1,4,8,adult-child,Walking away,TRUE,child
10,38,parent,director,C1,4,8,adult-child,laying down in prayer,TRUE,parent
10,39,child,director,K1,4,8,adult-child,Sticking their butt out,TRUE,child
10,39,parent,matcher,K1,4,8,adult-child,Sticking their butt out,TRUE,child
10,40,parent,director,I1,4,8,adult-child,Holding a bowl of soup out,TRUE,parent
11,1,parent,director,D1,1,4,adult-child,NA,FALSE,parent
11,2,child,director,E1,1,4,adult-child,A bird Wider,TRUE,child
11,2,parent,matcher,E1,1,4,adult-child,A bird is it long and skinny or is it wider,TRUE,child
11,3,parent,director,K1,1,4,adult-child,the one that looks like a doggy standing up,TRUE,parent
11,4,child,director,B1,1,4,adult-child,A person The person walking,TRUE,child
11,4,parent,matcher,B1,1,4,adult-child,The person walking Or the person bent over,TRUE,child
11,5,child,matcher,G1,1,4,adult-child,NA,TRUE,parent
11,5,parent,director,G1,1,4,adult-child,one that looks like a lady sitting in a chair,TRUE,parent
11,6,child,director,C1,1,4,adult-child,The person crawling,TRUE,child
11,6,parent,matcher,C1,1,4,adult-child,Person crawling,TRUE,child
11,7,parent,director,F1,1,4,adult-child,the one that looks like the person who has their arms in the air and they're running,TRUE,parent
11,8,child,director,H1,1,4,adult-child,the person that has a kite head The wide one,TRUE,child
11,8,parent,matcher,H1,1,4,adult-child,they both look like they have kite heads do you have the one that it's straight up and down or the one that it's kind of sideways Do you have the person who is really wide or the person who's skinny and has less triangles,TRUE,child
11,9,parent,director,A1,1,4,adult-child,I've got the person who's skinny and has less triangles,TRUE,parent
11,10,child,director,I1,1,4,adult-child,I got the one that's holding I got the person that's holding a triangle in his hands,TRUE,child
11,11,child,director,D1,2,4,adult-child,The one that look has a mountain behind it,TRUE,child
