subid,trial,person,role,target,rep_num,age,experiment,utterance,correct
5,10,parent,matcher,D1,1,4,adult-child,Tell me what you see zzz,TRUE
5,11,child,director,C1,2,4,adult-child,zzz I see a zzz I see zzz and the blue box Yeah,TRUE
5,11,parent,matcher,C1,2,4,adult-child,zzz zzz OK,TRUE
5,12,child,matcher,D1,2,4,adult-child,I see an airplane and someone jumping zzz zzz I didn't see you walking but he I didn't see him stop walking and I think he's holding his hands that way,TRUE
5,12,parent,director,D1,2,4,adult-child,What do you see now Where do you see anyone jumping zzz Pick the one that looks like it's a airplane,TRUE
5,13,child,director,E1,2,4,adult-child,I see someone jumping in the blue box and someone running to into the blue box to hit him Hm Um it's the jumping guy,TRUE
5,13,parent,matcher,E1,2,4,adult-child,What do you see now zzz blue box Ok which one was in the blue box OK,TRUE
5,14,child,matcher,H1,2,4,adult-child,Now I see someone running And someone with hands facing that way Like it's this one Um it's a triangle facing down and and a square facing that way and that way up I want to pick this one This one I'll pick this guy He's holding his hands that way I'll pick him,TRUE
5,14,parent,director,H1,2,4,adult-child,Mhm What do you see with the person who has their hands facing that way like what shapes do you see What shapes I want you to pick that one The one which one Describe what you are seeing That's the right one OK Ok,TRUE
5,15,child,director,K1,2,4,adult-child,Now I see a doggy standing up with his legs And I see a person running into it The doggy,TRUE
5,15,parent,matcher,K1,2,4,adult-child,What do you see Now which one is in the blue box OK,TRUE
5,16,child,matcher,B1,2,4,adult-child,I see a person um walking that way and I see a doggy um he's standing on his legs Um I see a diamond that is that is facing that way,TRUE
5,16,parent,director,B1,2,4,adult-child,What do you see now Can you describe the one with the person walking what shapes do you see Pick the one with the diamond,TRUE
5,17,child,director,I1,2,4,adult-child,Now I see um a triangle facing that way And I see a guy walking zzz The um triangle and the face that is a diamond,TRUE
5,17,parent,matcher,I1,2,4,adult-child,Mhm And which one is in the blue box? Mhm,TRUE
5,18,child,matcher,G1,2,4,adult-child,I see a airplane coming in and toward this guy the person that's pointing that way I see um ok um a square on the top there um They on um This guy is on top of the triangle OK,FALSE
5,18,parent,director,G1,2,4,adult-child,What do you see now How many zzz do you see Do you have somebody kneel zzz zzz pick that one,FALSE
5,19,child,director,A1,2,4,adult-child,Now I see a doggy standing on its legs and I see a person running into the blue box Mhm,TRUE
5,19,parent,matcher,A1,2,4,adult-child,That's what you see in the blue box,TRUE
5,20,child,matcher,F1,2,4,adult-child,Now I see now I see a thing climbing and I see someone crawling that way Yes it do Yes it does OK,TRUE
5,20,parent,director,F1,2,4,adult-child,zzz Pick that pick the one that look like a diamond,TRUE
5,21,child,matcher,I1,3,4,adult-child,Now I see a triangle wait now I see a triangle and a person running and it looks and the face is looking like a diamond I see a triangle and a face that looks like a diamond zzz Um yeah Like someone running OK like the doggy OK,TRUE
5,21,parent,director,I1,3,4,adult-child,Mhm What do you see Do you see them holding something that's what it looks like or no OK pick the one where it looks like someone holding something Like someone that like hurry up and pick somebody that's holding something Mhm,TRUE
5,22,child,director,G1,3,4,adult-child,Now I see someone its triangle is facing that way And I see the um blue square and I see the pointing thing up and I see a doggy standing on its legs The person that has a triangle facing that way Yeah,TRUE
5,22,parent,matcher,G1,3,4,adult-child,Mhm Which one is in the blue box The person,TRUE
5,23,child,matcher,A1,3,4,adult-child,I see two triangles that that's holding up Yeah The guy that's running,TRUE
5,23,parent,director,A1,3,4,adult-child,What do you see now That's all you see What type of uh which one uh Describe the one on the left to me Mhm describe that one to me,TRUE
5,24,child,director,D1,3,4,adult-child,I see a airplane in the blue box and a doggy standing on its legs again I see um a triangle on the doggy head and I see a airplane that has a square on the triangle,TRUE
5,24,parent,matcher,D1,3,4,adult-child,OK what do you see now Can you see the zzz the zzz other shapes do you see,TRUE
5,25,child,matcher,K1,3,4,adult-child,I see a square and I see a I see a triangle on a doggy head again I see a angle down and he's standing on Mhm I think I'll pick the um the doggy Wait I'll pick the bird again OK OK I'll pick the doggy,TRUE
5,25,parent,director,K1,3,4,adult-child,What do you see next OK what else do you see on the doggy what other shapes do you see Which one do you think you should do OK No That's not what we decided on,TRUE
5,26,child,director,B1,3,4,adult-child,I see a person crawling and a person walking slow I see I see I see a diamond facing down and I see um a square facing down Um it's the person It's the person in the blue box He's walking slow,TRUE
5,26,parent,matcher,B1,3,4,adult-child,What do you see now What kind of shapes do you see Which one do you see in the blue box zzz There's two persons zzz right Well what are they doing On the blocks Is he walking,TRUE
5,27,child,matcher,C1,3,4,adult-child,Now I see a um triangle I see a zzz facing down and I see a a diamond and another diamond Um it's this one I see a diamond Down And I see and I see a triangle pointing and facing this way And zzz,TRUE
5,27,parent,director,C1,3,4,adult-child,"Mhm Mhm What does the person look like the one that looks like they're crawling on the floor on all fours what are they, what what kind of shapes do you see Mhm Mhm",TRUE
5,28,child,director,H1,3,4,adult-child,I see a airplane that I see a triangle facing that way and I see a square on the pointing um triangle Um it's the person Mhm,TRUE
5,28,parent,matcher,H1,3,4,adult-child,OK what do you see now And which one is in the blue box Mhm you said the person is in the blue box You said the person is in the blue box,TRUE
5,29,child,matcher,E1,3,4,adult-child,Now I see a person walking slow and I see a person jumping I see a um triangle pointing um thing facing up and I see a pointing um,TRUE
5,29,parent,director,E1,3,4,adult-child,What does the person who is jumping look like what kind of shapes do you see,TRUE
5,30,child,director,F1,3,4,adult-child,I see I see a guy and then I see a doggy um he's standing on his legs Um it's the guy,TRUE
5,30,parent,matcher,F1,3,4,adult-child,What do you see now Which one do you see in the blue box OK,TRUE
5,31,child,director,E1,4,4,adult-child,Now I see someone jumped and I see a triangle and now they're pointing it facing down Um it's the person jumped,TRUE
5,31,parent,matcher,E1,4,4,adult-child,Tell me what you see in the blue box,TRUE
5,32,child,matcher,G1,4,4,adult-child,I see um I see a guy that that that he's holding his hands on the um that way zzz this is the last one Like he's pointing um he's pointing his hands on the right I think he's like holding like a like he's holding like zzz like a gondora zzz holding the um he's holding the square going that way Like he's not like he's not holding it in his hands um like he's not holding anything like uh like he's not holding anything like zzz over there and he's not um zzz over there and like he's not doing that like he's um zzz over there Um it's this one I'll pick it It looks like a guy who has a square on his head and it looks like a square down pointing that way OK Yeah,TRUE
5,32,parent,director,G1,4,4,adult-child,What do you see now Mhm Mhm Does it look like somebody kneeling Yeah Does it looks like criss cross applesauce Mhm Tell me what you see with the person whose legs look like they're folded zzz What does it look like OK you can please push that one Do you think that's a good choice OK,TRUE
5,33,child,director,C1,4,4,adult-child,Now I see someone in the blue box crawling in the blue box Um it's a someone running I see a diamond In there and I see a diamond on the person,TRUE
5,33,parent,matcher,C1,4,4,adult-child,And what do you see outside of the blue box Mhm what shapes do you see Mhm,TRUE
5,34,child,matcher,F1,4,4,adult-child,I see bird looking like he's gonna fly Yeah I see um I see a guy again is and his hands over that way,TRUE
5,34,parent,director,F1,4,4,adult-child,What do you see now Like he's ready for take off And what else you see,TRUE
5,35,child,director,K1,4,4,adult-child,Now I see a doggy um he's standing on one leg And he's um and he um standing there I see a person running into him And a blue box I think the person is running and the doggy is standing on one leg I'll pick the person running The doggy standing on one leg,TRUE
5,35,parent,matcher,K1,4,4,adult-child,Mhm What else do you see Mhm and now zzz Mhm Which one is in the blue box OK,TRUE
5,36,child,matcher,D1,4,4,adult-child,"Now I see a airplane that has zzz triangle and I see a person like a bird going to fly, it's taking off zzz Um it's zzz Um one and two and three I'll pick the bird I'll pick OK I'll pick the rocket Wait it's a airplane first So I'll pick it",TRUE
5,36,parent,director,D1,4,4,adult-child,How many How many triangles do you see in the other thing It's zzz How many triangles do you see Uh huh No It's not a good choice It's a rocket now? OK Mhm,TRUE
5,37,child,director,A1,4,4,adult-child,Now I see a person running in the blue box and I see a guy with a triangle head in his in his face and um triangle that way It's a zzz Um it's the right The left The guy that's running,TRUE
5,37,parent,matcher,A1,4,4,adult-child,zzz What side zzz zzz Which one is in the blue box,TRUE
5,38,child,matcher,H1,4,4,adult-child,Now I see a person holding his triangle that way again and I see a guy that has a diamond head down and I see him facing that way and he's crawling that way Yeah Yeah he's um holding something without crawling I'll pick it OK I'll pick this one No zzz I said can you describe the one zzz where the person is holding something It looks like it has a a diamond on a head and it looks like it has a triangle facing that way on the right Yeah Pick it,TRUE
5,38,parent,director,H1,4,4,adult-child,zzz Um can you describe zzz with the person holding something No zzz I said can you describe the one zzz where the person is holding something Can you describe it tell me what it looks like Do you think it's a good choice OK Mhm,TRUE
5,39,child,director,I1,4,4,adult-child,Um the doggy,TRUE
5,39,parent,matcher,I1,4,4,adult-child,Which one do you see in the blue box,TRUE
5,40,child,matcher,B1,4,4,adult-child,Now I see a airplane and OK and now I see and I see now um wait Now I see I see now um I see a person walking slow and a airplane running into him and and it's gonna crush into him Yeah into him OK uh he has a ankle down and he's like walking walking Um it um I'll pick three triangles it has three triangles I see a triangle on the person but it looks like he's zzz holding on the person and it and it it's not in a bowl because that's not it because that's where the airplane begins I'll pick the person again No what I'm not gonna pick it because that's why I'm picking the airplane Because uh it's Because it's finna crash into that um person Yeah I think the person should go around and so the airplane can keep on going that way so it own't crash into him So I'll pick the person,TRUE
5,40,parent,director,B1,4,4,adult-child,Uh uh uh uh stay there It's gonna crash Can you describe the person Can you describe the airplane Do you see triangles on the person Mhm Which which one do you think you should pick Why do you think that's a good choice No I said why do you think the person is a good choice zzz OK,TRUE
7,1,parent,director,I1,1,6,adult-child,this one looks like a person holding a tray of food,TRUE
7,2,child,director,C1,1,6,adult-child,this one is a person is lying down,TRUE
7,2,parent,matcher,C1,1,6,adult-child,lying down? on his knees? with his elbows on the ground?,TRUE
7,3,parent,director,H1,1,6,adult-child,this one's when it's standing up in a row and it's holding a plate again,TRUE
7,4,child,director,B1,1,6,adult-child,this one is walking,TRUE
7,4,parent,matcher,B1,1,6,adult-child,Is he looking at the ground kinda?,TRUE
7,5,parent,director,D1,1,6,adult-child,"this one is when it's laying on its belly, like reading on the floor, kicking his knees up",TRUE
7,6,child,director,K1,1,6,adult-child,this one is ... leaning over. he's bowing.,TRUE
7,6,parent,matcher,K1,1,6,adult-child,is there a triangle on his tush?,TRUE
7,7,parent,director,G1,1,6,adult-child,So this one is sitting in chair,TRUE
7,8,child,matcher,A1,1,6,adult-child,this one is the one that's running,TRUE
7,9,parent,director,F1,1,6,adult-child,this one looks like he's been doing dabs,TRUE
7,10,child,director,E1,1,6,adult-child,this one is doing jumping,TRUE
7,11,child,director,G1,2,6,adult-child,this one is sitting,TRUE
7,11,parent,matcher,G1,2,6,adult-child,sitting in a chair?,TRUE
7,12,parent,director,A1,2,6,adult-child,this one is when he is running and he's only using one foot right now,TRUE
7,13,child,director,H1,2,6,adult-child,this one is the ... holding something with his,TRUE
7,14,parent,director,K1,2,6,adult-child,this one is when he's bending over a little bit and looking up at the sky,TRUE
7,15,child,director,F1,2,6,adult-child,this one is the one when he is dabbing,TRUE
7,15,parent,matcher,F1,2,6,adult-child,dabbing,TRUE
7,16,parent,director,B1,2,6,adult-child,This one's when he's walking and looking at the ground,TRUE
7,17,child,director,D1,2,6,adult-child,this one is when he's reading a book laying down,TRUE
7,18,parent,director,C1,2,6,adult-child,this one's when he's on his elbows and knees on the floor,TRUE
7,19,child,director,I1,2,6,adult-child,this one is when he's holding a book,TRUE
7,20,parent,director,E1,2,6,adult-child,this one is when he's jumping for joy,TRUE
7,21,parent,director,D1,3,6,adult-child,this one is when he's laying on the floor reading a book,TRUE
7,22,child,director,K1,3,6,adult-child,this one is when he leaning down and looks like he's gonna slide,TRUE
7,23,parent,director,F1,3,6,adult-child,this one's when he's dabbing,TRUE
7,24,child,director,A1,3,6,adult-child,this one's when he's running,TRUE
7,25,parent,director,H1,3,6,adult-child,this one's when he's in the robe and he's holding a bowl,TRUE
7,26,child,director,E1,3,6,adult-child,this one's when he's jumping,TRUE
7,27,parent,matcher,I1,3,6,adult-child,"this one's when he's leaned over a little bit, holding that bowl",TRUE
7,28,child,director,C1,3,6,adult-child,this is when he's on his knees and hamds,TRUE
7,29,parent,director,G1,3,6,adult-child,this one is when he's sitting in that chair,TRUE
7,30,child,director,B1,3,6,adult-child,this one's when he's walking and looking down,TRUE
7,31,child,director,D1,4,6,adult-child,this one he is laying down reading a book,TRUE
7,32,parent,director,C1,4,6,adult-child,this one's when he's on his elbows and knees,TRUE
7,33,child,director,H1,4,6,adult-child,that one is when he has and he's holding a bowl,TRUE
7,34,parent,director,K1,4,6,adult-child,this one's when he's got that triangle on his tush and he's leaned over a bit,TRUE
7,35,child,director,F1,4,6,adult-child,this one is when he's doing that,TRUE
7,35,parent,matcher,F1,4,6,adult-child,dabbing?,TRUE
7,36,parent,director,E1,4,6,adult-child,this one is jumping for joy,TRUE
7,37,child,director,G1,4,6,adult-child,this one is when he's sitting down on a chair,TRUE
7,38,parent,director,A1,4,6,adult-child,this one is when he's running but only got one foot on the ground,TRUE
7,39,child,director,I1,4,6,adult-child,this one is when he has a,TRUE
7,40,parent,director,B1,4,6,adult-child,this one is walking looking down,TRUE
9,1,child,matcher,B1,1,6,adult-child,Oh,TRUE
9,1,parent,director,B1,1,6,adult-child,OK this one looks like a person walking with their head down,TRUE
9,2,child,director,G1,1,6,adult-child,It looks like someone like sitting down with a dress on,TRUE
9,3,child,matcher,F1,1,6,adult-child,Like this?,TRUE
9,3,parent,director,F1,1,6,adult-child,"this looks like someone running away going like ""yikes!"" with their hand up in the air",TRUE
9,4,child,director,I1,1,6,adult-child,It looks like someone is like offering you something like,TRUE
9,5,parent,director,D1,1,6,adult-child,it looks like someone is laying down reading with like a foot up,TRUE
9,6,child,director,H1,1,6,adult-child,"It looks like someone like With like a diamond head, and he has like a weird shape hands, and his feet are like this. look under the table, it's weird Got a tray of something",TRUE
9,6,parent,matcher,H1,1,6,adult-child,Does it look like he's bending over kneeling? Or does it look like he's like got a tray of something,TRUE
9,7,child,matcher,E1,1,6,adult-child,Or he's like flying off a jet?,TRUE
9,7,parent,director,E1,1,6,adult-child,OK it looks like this person just found some good news Or flying off a jet,TRUE
9,8,child,director,A1,1,6,adult-child,it looks like someone that had a good day,TRUE
9,9,child,matcher,C1,1,6,adult-child,Oh,TRUE
9,9,parent,director,C1,1,6,adult-child,it looks like someone who might be like kneeling and praying,TRUE
9,10,child,director,K1,1,6,adult-child,It looks like a dog but it's a person at the same time it's like a dog Like leaning over,TRUE
9,10,parent,matcher,K1,1,6,adult-child,Laying down or like leaning over?,TRUE
9,11,child,director,F1,2,6,adult-child,it looks like someone is like running away with his shark,TRUE
9,11,parent,matcher,F1,2,6,adult-child,OK good job it says time for the next round Do you have a blue square or do I have a blue square? Alright,TRUE
9,12,child,matcher,H1,2,6,adult-child,Oh,TRUE
9,12,parent,director,H1,2,6,adult-child,it looks like someone who is standing still with something on a tray,TRUE
9,13,child,director,D1,2,6,adult-child,It looks like somebody in a jet and he has a little cart on like the back of it,TRUE
9,13,parent,matcher,D1,2,6,adult-child, like someone's flying in the jet,TRUE
9,14,child,matcher,A1,2,6,adult-child,Oh,TRUE
9,14,parent,director,A1,2,6,adult-child,It looks like someone kinda like skipping,TRUE
9,15,child,director,E1,2,6,adult-child,It looks like someone that's flying off a jet,TRUE
9,16,parent,director,K1,2,6,adult-child, it looks like someone is leaning over offering something with their butt sticking out,TRUE
9,17,child,director,B1,2,6,adult-child,It looks like someone is walking and he had a sad day,TRUE
9,18,parent,director,G1,2,6,adult-child,It looks like someone who's sitting quietly in a dress,TRUE
9,19,child,director,C1,2,6,adult-child,It looks like someone praying and kneeling,TRUE
9,20,child,matcher,I1,2,6,adult-child,Ok,TRUE
9,20,parent,director,I1,2,6,adult-child,somebody offering you something on a tray kinda bent over,TRUE
9,21,child,matcher,C1,3,6,adult-child,Oh,TRUE
9,21,parent,director,C1,3,6,adult-child,It's somebody who looks like they're kneeling or praying,TRUE
9,22,child,director,G1,3,6,adult-child,It looks like someone's sitting in a dress,TRUE
9,23,parent,director,B1,3,6,adult-child,someone who had a sad day,TRUE
9,24,child,director,A1,3,6,adult-child,It looks like someone skipping,TRUE
9,25,parent,director,D1,3,6,adult-child,Oh someone riding in a jet,TRUE
9,26,child,director,H1,3,6,adult-child,It looks like someone like offering you something on a tray,TRUE
9,27,parent,director,F1,3,6,adult-child,it looks like someone running away from a shark,TRUE
9,28,child,director,K1,3,6,adult-child,It looks like a dog that's like offering you something,TRUE
9,29,child,matcher,E1,3,6,adult-child,Or is skydiving or,TRUE
9,29,parent,director,E1,3,6,adult-child, it looks like someone who is jumping off a cliff or had a good day Or is skydiving,TRUE
9,30,child,director,I1,3,6,adult-child,This looks like someone offering you something,TRUE
9,31,child,director,F1,4,6,adult-child,It looks like someone like they saw something really scary,TRUE
9,32,child,matcher,K1,4,6,adult-child,And a hat on,TRUE
9,32,parent,director,K1,4,6,adult-child,It looks like a dog with a tray offering you something,TRUE
9,33,child,director,E1,4,6,adult-child,it looks like someone skydiving off a cliff,TRUE
9,34,parent,director,G1,4,6,adult-child,It looks like someone quietly sitting in a dress,TRUE
9,35,child,director,D1,4,6,adult-child,It looks like someone like flying in a jet,TRUE
9,36,parent,director,I1,4,6,adult-child,It looks like someone offering you something,TRUE
9,37,child,director,C1,4,6,adult-child,"It looks like someone, like praying",TRUE
9,38,parent,director,A1,4,6,adult-child,Oh it looks like someone walking away Kind of running away,TRUE
9,39,child,director,B1,4,6,adult-child,It looks like someone had a sad day,TRUE
9,40,parent,director,H1,4,6,adult-child,it looks like someone with a pointy hat on offering you something,TRUE
10,1,parent,director,E1,1,8,adult-child,press one who looks like they're jumping in the air like this,TRUE
10,2,child,director,H1,1,8,adult-child,a person who looks like they're sitting down,TRUE
10,3,parent,director,D1,1,8,adult-child,Person who looks like they're laying down with long legs sticking up in the air,TRUE
10,4,child,director,C1,1,8,adult-child,Person who looks like they're about to do a push-up,TRUE
10,5,parent,director,K1,1,8,adult-child,Person who looks like they're sticking their bum out like this,TRUE
10,6,child,director,I1,1,8,adult-child,Person who's carrying like a bowl or something,TRUE
10,6,parent,matcher,I1,1,8,adult-child,Like a triangle bowl,TRUE
10,7,parent,director,B1,1,8,adult-child,A person who looks like they're walking away,TRUE
10,8,child,director,F1,1,8,adult-child,Person who looks like they're jumping with one arm up like this,TRUE
10,9,parent,director,G1,1,8,adult-child,Person who looks like they're sitting in a chair,TRUE
10,10,child,director,A1,1,8,adult-child,Person who looks like they're about to run,TRUE
10,11,child,director,G1,2,8,adult-child,Person who looks like they're sitting down,TRUE
10,12,parent,director,H1,2,8,adult-child,Person who looks like they're holding a bowl close to them,TRUE
10,13,child,director,E1,2,8,adult-child,Person who looks like they're jumping,TRUE
10,14,child,matcher,F1,2,8,adult-child,like this?,TRUE
10,14,parent,director,F1,2,8,adult-child,Person who is like looks like they're sort of,TRUE
10,15,child,director,D1,2,8,adult-child,Person who looks like they're a mom doing yoga,TRUE
10,15,parent,matcher,D1,2,8,adult-child,Oh are they laying down on their tummy?,TRUE
10,16,parent,director,I1,2,8,adult-child,Person who looks like they're holding the bowl out,TRUE
10,17,child,director,K1,2,8,adult-child, person who's an sticking their butt out,TRUE
10,18,parent,director,A1,2,8,adult-child,Person who looks like they're sort of running away,TRUE
10,19,child,director,B1,2,8,adult-child,a person who's walking away with their head down,TRUE
10,20,parent,director,C1,2,8,adult-child,Person who looks like they're kneeling down in prayer,TRUE
10,21,parent,director,E1,3,8,adult-child,Person who looks like they're jumping like this ah,TRUE
10,22,child,director,F1,3,8,adult-child,Person who looks like they're like this,TRUE
10,23,parent,director,G1,3,8,adult-child,Person who looks like they're sitting in a chair,TRUE
10,24,child,director,C1,3,8,adult-child,This is a good one person who looks like they're doing this,TRUE
10,24,parent,matcher,C1,3,8,adult-child,kneeling in prayer? like lying down? Like not even kneeling but like laying down in prayer?,TRUE
10,25,parent,director,K1,3,8,adult-child,Person who's sticking their butt out again,TRUE
10,26,child,director,H1,3,8,adult-child,a person who's sitting down holding a bowl of soup,TRUE
10,27,parent,director,B1,3,8,adult-child,Person who looks like they're walking away with their head down,TRUE
10,28,child,director,A1,3,8,adult-child,person not laying down,TRUE
10,28,parent,matcher,A1,3,8,adult-child,"Okay, standing up running?",TRUE
